"","Eagle Sign Company"
"","CLOSED WORK ORDERS 01/01/07 - 12/31/07"

"Work Order","Quote/Part/Description","Qty Mfg","Qty Comp","Act Material","Act Labor","Act Burden","Act CNCRT","Act OUT1","Act ","Act UTax","Act Total","Est Material","Est Labor","Est Burden","Est CNCRT","Est OUT1","Est ","Est UTax","Est Total","Var Cost","Act Billing","Act GM %","Est Billing","Est GM %","Close Date","Cust No","Customer Name","C/F","STD Comp $","Est COGS","Net WIP","Invoice Date","Invoice Nbr","Est Hrs","Act Hrs"
"""1009.4""","""@tenantpanels / FIRST REALTY G""","1","1","0.00","37.50","82.50","","0.00","","0.00","120.00","0.00","0.00","0.00","","","","0.00","0.00","120.00","117.00","-2.56","117.00","100.00","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1009","0.000","3.000"
"""1009.5""","""@door / FIRST REALTY GMAC REAL""","1","1","4.00","61.50","126.77","","0.00","","0.00","192.27","0.00","0.00","0.00","","","","0.00","0.00","192.27","135.00","-42.42","135.00","100.00","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1009","0.000","4.000"
"""1009.6""","""@service / FIRST REALTY GMAC R""","1","0","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","","","0.00","","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","","","0.000",""
"""1011.1""","""@1015 / DIVINE FLOWERS BY SALE""","1","1","9.99","16.19","29.63","","","","0.00","55.81","0.00","0.00","0.00","","","","0.00","0.00","55.81","215.00","74.04","215.00","100.00","05/31/07","2154","DIVINE FLOWERS BY SALEY","F","0.00","0.00","0.00","05/22/07","1011","0.000","1.250"
"""1013.1""","""1087.00 / Fabricate one 4' x 8""","1","1","546.43","400.66","733.23","","285.88","","0.00","1966.20","0.00","0.00","0.00","","","","0.00","0.00","1966.20","1087.00","-80.88","1087.00","100.00","06/04/07","73650","MERCURY INSURANCE","F","0.00","652.20","0.00","05/31/07","1013","0.000","37.250"
"""1017.2""","""@RETROSADDLE / NAGLE SIGNS, IN""","4","93","188.79","0.00","0.00","","","","0.00","188.79","0.00","0.00","0.00","","","","0.00","0.00","188.79","256.68","26.45","256.68","100.00","05/31/07","77950","NAGLE SIGNS, INC.","F","0.00","0.00","0.00","05/11/07","1017","0.000",""
"""1018.1""","""@1038 / PRUDENTIAL FIRST REALT""","1","1","555.65","882.86","1629.51","","","","0.00","3068.02","554.32","2716.80","0.00","","","","0.00","3271.12","-203.10","4382.00","29.99","3960.89","17.41","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1018","64.000","69.000"
"""1018.2""","""@1039 / PRUDENTIAL FIRST REALT""","1","1","0.00","0.00","0.00","","1327.00","","0.00","1327.00","0.00","1305.60","0.00","","","","0.00","1305.60","21.40","1504.00","11.77","1410.05","7.41","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1018","12.000",""
"""1018.3""","""@tenant / PRUDENTIAL FIRST REA""","1","1","473.56","109.03","199.53","","","","0.00","782.12","0.00","0.00","0.00","","","","0.00","0.00","782.12","1025.00","23.70","1025.00","100.00","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1018","0.000","7.000"
"""1018.4""","""@tenant / PRUDENTIAL FIRST REA""","1","1","0.00","81.88","161.50","","0.00","","0.00","243.38","0.00","0.00","0.00","","","","0.00","0.00","243.38","117.00","-108.02","117.00","100.00","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1018","0.000","5.250"
"""1018.5""","""@door / PRUDENTIAL FIRST REALT""","1","1","4.00","6.75","12.35","","0.00","","0.00","23.10","0.00","0.00","0.00","","","","0.00","0.00","23.10","135.00","82.89","135.00","100.00","08/23/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1018","0.000","0.500"
"""1019.1""","""@1040 / PRUDENTIAL FIRST REALT""","1","1","132.00","131.22","257.63","","","","0.00","520.85","169.95","169.80","0.00","","","","0.00","339.75","181.10","458.00","-13.72","458.00","25.82","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1019","4.000","9.250"
"""1019.2""","""@1041 / PRUDENTIAL FIRST REALT""","1","1","65.60","61.50","126.77","","","","0.00","253.87","0.00","216.51","0.00","","","","0.00","216.51","37.36","234.00","-8.49","233.83","7.41","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1019","1.990","4.000"
"""1019.3""","""@tenant / PRUDENTIAL FIRST REA""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","75.00","100.00","75.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1019","0.000",""
"""1019.4""","""@door / PRUDENTIAL FIRST REALT""","1","1","3.95","8.06","14.75","","","","0.00","26.76","0.00","0.00","0.00","","","","0.00","0.00","26.76","135.00","80.18","135.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1019","0.000","0.750"
"""1019.5""","""@tenantpanels / PRUDENTIAL FIR""","1","1","43.82","52.39","95.88","","","","0.00","192.09","0.00","0.00","0.00","","","","0.00","0.00","192.09","295.00","34.88","295.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1019","0.000","3.750"
"""1021.3""","""@INTERIOR3 / MAID-RITE""","1","1","222.60","176.52","351.70","","","","0.00","750.82","0.00","0.00","0.00","","","","0.00","0.00","750.82","553.30","-35.70","553.30","100.00","12/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","12/28/07","1021","0.000","11.750"
"""1021.4""","""@INTERIOR4 / MAID-RITE""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","170.50","100.00","170.50","100.00","12/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","12/28/07","1021","0.000",""
"""1021.5""","""@INTERIOR5 / MAID-RITE""","2","2","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","234.00","100.00","234.00","100.00","12/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","12/28/07","1021","0.000",""
"""1022.3""","""@EXTERIORWALL / S&B MAID-RITE""","2","2","720.05","963.00","1880.63","","","","0.00","3563.68","0.00","0.00","0.00","","","","0.00","0.00","3563.68","968.00","-268.15","968.00","100.00","06/29/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","06/29/07","1022","0.000","77.250"
"""1023.1""","""@INTERIOR / S&B MAID-RITE""","1","1","210.98","137.70","253.34","","","","0.00","602.02","0.00","0.00","0.00","","","","0.00","0.00","602.02","673.20","10.57","673.20","100.00","06/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","06/28/07","1023","0.000","9.250"
"""1023.2""","""@INTERIOR2 / S&B MAID-RITE""","1","1","0.00","25.80","48.56","","","","0.00","74.36","0.00","0.00","0.00","","","","0.00","0.00","74.36","781.00","90.48","781.00","100.00","06/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","06/28/07","1023","0.000","1.750"
"""1023.3""","""@INTERIOR3 / S&B MAID-RITE""","1","1","39.91","0.00","0.00","","","","0.00","39.91","0.00","0.00","0.00","","","","0.00","0.00","39.91","126.50","68.45","126.50","100.00","06/28/07","69850","MAID-RITE COMPANY","F","0.00","0.00","0.00","06/28/07","1023","0.000",""
"""1024.1""","""@1024 / GREASE MONKEY""","1","1","183.73","0.00","0.00","","","","0.00","183.73","117.50","0.00","0.00","","","","0.00","117.50","66.23","295.00","37.72","295.00","60.17","06/30/07","41450","FAIRFIELD AUTO CO. LLC","F","0.00","0.00","0.00","06/15/07","1024","0.000",""
"""1024.2""","""@FREIGHT / GREASE MONKEY""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","7.59","100.00","7.59","100.00","06/30/07","41450","FAIRFIELD AUTO CO. LLC","F","0.00","0.00","0.00","06/15/07","1024","0.000",""
"""1025.1""","""@1076 / CAT SCALE""","5","1","1318.94","419.96","768.55","","","","0.00","2507.45","0.00","0.00","0.00","","","","0.00","0.00","2507.45","4015.00","37.55","4015.00","100.00","06/07/07","18600","CAT SCALE","F","0.00","0.00","0.00","06/07/07","1025","0.000","37.250"
"""1026.1""","""@INTERCOMSIGN / CAT SCALE #37""","1","1","625.00","0.00","0.00","","","","0.00","625.00","0.00","0.00","0.00","","","","0.00","0.00","625.00","864.00","27.66","864.00","100.00","05/31/07","2152","CAT #37","F","0.00","0.00","0.00","05/09/07","1026","0.000",""
"""1026.2""","""@FREIGHT / CAT SCALE #37""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","259.68","100.00","259.68","100.00","05/31/07","2152","CAT #37","F","0.00","0.00","0.00","05/09/07","1026","0.000",""
"""1029.1""","""@1042 / PRUDENTIAL FIRST REALT""","1","1","167.41","512.62","1070.30","","","","0.00","1750.33","169.95","169.80","0.00","","","","0.00","339.75","1410.58","458.00","-282.17","491.60","30.89","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","4.000","33.000"
"""1029.2""","""@1043 / PRUDENTIAL FIRST REALT""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","216.51","0.00","","","","0.00","216.51","-216.51","234.00","100.00","234.00","7.47","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","1.990",""
"""1029.3""","""@tenant / PRUDENTIAL FIRST REA""","1","1","210.15","51.08","93.48","","","","0.00","354.71","0.00","0.00","0.00","","","","0.00","0.00","354.71","422.00","15.95","422.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","0.000","3.500"
"""1029.4""","""@tenantpanels / PRUDENTIAL FIR""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","80.00","100.00","80.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","0.000",""
"""1029.5""","""@doorvinyl / PRUDENTIAL FIRST""","1","1","7.85","6.75","12.35","","","","0.00","26.95","0.00","0.00","0.00","","","","0.00","0.00","26.95","135.00","80.04","135.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","0.000","0.500"
"""1029.6""","""@service / PRUDENTIAL FIRST RE""","1","1","123.49","0.00","0.00","","","","0.00","123.49","0.00","0.00","0.00","","","","0.00","0.00","123.49","216.11","42.86","216.11","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/21/07","1029","0.000",""
"""1030.1""","""@1044 / PRUDENTIAL FIRST REALT""","1","1","418.39","121.69","222.71","","","","0.00","762.79","344.90","212.25","0.00","","","","0.00","557.15","205.64","657.00","-16.10","657.00","15.20","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1030","5.000","8.250"
"""1030.2""","""@1045 / PRUDENTIAL FIRST REALT""","1","1","0.00","110.82","242.31","","150.00","","0.00","503.13","0.00","216.51","0.00","","","","0.00","216.51","286.62","234.00","-115.01","234.00","7.47","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1030","1.990","7.000"
"""1030.3""","""@door / PRUDENTIAL FIRST REALT""","1","1","4.00","22.50","41.18","","","","0.00","67.68","0.00","0.00","0.00","","","","0.00","0.00","67.68","135.00","49.87","135.00","100.00","08/31/07","2114","FIRST REALTY GMAC REAL ESTATE","F","0.00","0.00","0.00","08/17/07","1030","0.000","1.500"
"""1031.1""","""@1074 / FORT DES MOINES FINANC""","1","1","401.50","168.37","308.13","","650.00","","0.00","1528.00","400.90","1356.69","0.00","","","","0.00","1757.59","-229.59","2850.00","46.39","2346.32","25.09","05/31/07","2159","FORT DES MOINES FINANCIAL SERVICES","F","0.00","0.00","0.00","05/31/07","1031","21.500","11.500"
"""1031.2""","""@1075 / FORT DES MOINES FINANC""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","380.80","0.00","","","","0.00","380.80","-380.80","400.00","100.00","437.91","13.04","06/30/07","2159","FORT DES MOINES FINANCIAL SERVICES","F","0.00","0.00","0.00","05/31/07","1031","9.000",""
"""1034.1""","""150.00 / Fabricate (1) 42"" x 2""","1","1","0.00","7.50","13.73","","","","0.00","21.23","0.00","0.00","0.00","","","","0.00","0.00","21.23","150.00","85.85","150.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","0.750"
"""1034.10""","""@FREIGHT / TACO JOHN´S""","1","0","0.00","0.00","0.00","","","204.66","0.00","204.66","0.00","0.00","0.00","","","0.00","0.00","0.00","204.66","","","204.66","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","","","0.000",""
"""1034.2""","""@service / TACO JOHN´S""","1","1","0.00","2.50","4.58","","","","0.00","7.08","0.00","0.00","0.00","","","","0.00","0.00","7.08","100.00","92.92","100.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","0.250"
"""1034.3""","""@service / TACO JOHN´S""","2","2","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","42.00","100.00","42.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000",""
"""1034.4""","""@service / TACO JOHN´S""","1","1","106.69","76.93","140.78","","","","0.00","324.40","0.00","0.00","0.00","","","","0.00","0.00","324.40","367.00","11.61","367.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","6.000"
"""1034.5""","""@service / TACO JOHN´S""","1","1","1017.72","840.77","1538.64","","","","0.00","3397.13","0.00","0.00","0.00","","","","0.00","0.00","3397.13","3458.00","1.76","3458.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","69.000"
"""1034.6""","""@service / TACO JOHN´S""","1","1","10.63","56.45","103.31","","","","0.00","170.39","0.00","0.00","0.00","","","","0.00","0.00","170.39","1460.00","88.33","1460.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","4.000"
"""1034.7""","""@service / TACO JOHN´S""","1","1","87.65","136.83","250.41","","","","0.00","474.89","0.00","0.00","0.00","","","","0.00","0.00","474.89","490.00","3.08","490.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","11.500"
"""1034.8""","""@service / TACO JOHN´S""","1","1","61.82","165.30","302.50","","","","0.00","529.62","0.00","0.00","0.00","","","","0.00","0.00","529.62","1225.00","56.77","1225.00","100.00","07/18/07","2162","TACO JOHN'S","F","0.00","0.00","0.00","07/18/07","1034","0.000","16.750"
"""1035.1""","""@CANADA1 / FAIRBANKS SCALES""","1","1","8359.00","0.00","0.00","","","","0.00","8359.00","0.00","0.00","0.00","","","","0.00","0.00","8359.00","10550.00","20.77","10550.00","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.2""","""@CANADA2 / FAIRBANKS SCALES""","1","1","8874.70","58.07","106.27","","","","0.00","9039.04","0.00","0.00","0.00","","","","0.00","0.00","9039.04","10550.00","14.32","10550.00","100.00","07/14/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.3""","""@HURRICANE / FAIRBANKS SCALES""","1","1","2656.71","470.98","54.54","","","","0.00","3182.23","0.00","0.00","0.00","","","","0.00","0.00","3182.23","10635.00","70.08","10635.00","100.00","07/10/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.4""","""@HIGHWIND / FAIRBANKS SCALES""","1","1","3098.43","585.89","54.97","","","","0.00","3739.29","0.00","0.00","0.00","","","","0.00","0.00","3739.29","10392.00","64.02","10392.00","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.5""","""@CUSTOM4X18 / FAIRBANKS SCALES""","1","1","2978.48","495.14","68.37","","","","0.00","3541.99","0.00","0.00","0.00","","","","0.00","0.00","3541.99","8992.00","60.61","8992.00","100.00","07/10/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.6""","""@POLE / FAIRBANKS SCALES""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","1130.00","100.00","1130.00","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.7""","""@INTERCOM / FAIRBANKS SCALES""","1","1","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","864.00","100.00","864.00","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1035.8""","""@freight / FAIRBANKS SCALES""","1","1","0.00","0.00","0.00","","1649.70","","0.00","1649.70","0.00","0.00","0.00","","","","0.00","0.00","1649.70","2062.13","20.00","2062.13","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1035","0.000",""
"""1038.1""","""@32CHANNEL / LASIKPLUS""","1","0","0.00","29.56","54.09","","","","0.00","83.65","0.00","0.00","0.00","","","","0.00","0.00","83.65","","","0.00","","11/30/07","2111","GLOBAL SIGNS","F","0.00","0.00","0.00","","","0.000","2.750"
"""1038.2""","""@VINYL / LASIKPLUS""","1","2","2.26","12.95","23.70","","","","0.00","38.91","0.00","0.00","0.00","","","","0.00","0.00","38.91","300.00","87.03","300.00","100.00","11/30/07","2111","GLOBAL SIGNS","F","0.00","0.00","0.00","11/12/07","1038","0.000","1.250"
"""1038.3""","""@INSTALL / LASIKPLUS""","1","1","1.61","287.94","632.47","","","","0.00","922.02","0.00","0.00","0.00","","","","0.00","0.00","922.02","799.00","-15.40","799.00","100.00","11/30/07","2111","GLOBAL SIGNS","F","0.00","0.00","0.00","11/12/07","1038","0.000","17.000"
"""1038.4""","""@PERMIT / LASIKPLUS""","1","1","0.70","47.25","86.47","","","","0.00","134.42","0.00","0.00","0.00","","","","0.00","0.00","134.42","150.00","10.39","150.00","100.00","11/30/07","2111","GLOBAL SIGNS","F","0.00","0.00","0.00","11/12/07","1038","0.000","4.500"
"""1038.5""","""@2120 / LASIKPLUS""","1","1","739.65","312.60","572.08","","","","0.00","1624.33","655.81","2676.40","0.00","","","","0.00","3332.21","-1707.88","3830.00","57.59","3829.57","12.99","11/30/07","2111","GLOBAL SIGNS","F","0.00","0.00","0.00","11/12/07","1038","51.000","22.500"
"""1039.2""","""@HURRICANE / FAIRBANKS SCALES""","1","1","4678.83","389.49","718.25","","","","0.00","5786.57","0.00","0.00","0.00","","","","0.00","0.00","5786.57","10635.00","45.59","10635.00","100.00","09/20/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1039","0.000",""
"""1039.3""","""@STANDARD / FAIRBANKS SCALES""","4","4","21696.28","0.00","0.00","","","","0.00","21696.28","0.00","0.00","0.00","","","","0.00","0.00","21696.28","35968.00","39.68","35968.00","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1039","0.000",""
"""1039.4""","""@freight / FAIRBANKS SCALES""","1","1","0.00","0.00","0.00","","1649.70","","0.00","1649.70","0.00","0.00","0.00","","","","0.00","0.00","1649.70","2062.13","20.00","2062.13","100.00","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1039","0.000",""
"""1040.1""","""@1011 / CAPITAL SANITARY SUPPL""","1","1","809.39","581.15","1110.92","","","","0.00","2501.46","681.18","540.80","0.00","","","","0.00","1221.98","1279.48","2548.00","1.83","1854.27","34.10","08/04/07","16900","CAPITAL SANITARY SUPPLY","F","0.00","0.00","0.00","06/26/07","1040","13.000","49.750"
"""1040.2""","""@1012 / CAPITAL SANITARY SUPPL""","1","1","119.06","373.21","714.51","","218.00","","0.00","1424.78","0.00","435.20","0.00","","40.00","","0.00","475.20","949.58","775.00","-83.84","775.00","38.68","06/27/07","16900","CAPITAL SANITARY SUPPLY","F","0.00","0.00","0.00","06/26/07","1040","10.000","29.750"
"""1040.3""","""@1156 / CAPITAL SANITARY SUPPL""","1","1","0.00","0.00","0.00","","150.00","","0.00","150.00","0.00","0.00","0.00","","","","0.00","0.00","150.00","360.00","58.33","360.00","100.00","06/30/07","16900","CAPITAL SANITARY SUPPLY","F","0.00","0.00","0.00","06/26/07","1040","0.000",""
"""1046.2""","""@1227 / RYKO MANUFACTURING""","5","5","1506.61","536.18","981.25","","","","0.00","3024.04","1675.77","10360.00","0.00","","","","0.00","12035.77","-9011.73","2975.00","-1.65","2975.00","-304.56","07/31/07","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","07/23/07","1046","280.000","48.000"
"""1047.2""","""@1228 / RYKO MANUFACTURING""","5","5","2141.50","559.21","1023.40","","","","0.00","3724.11","1675.77","11100.00","0.00","","","","0.00","12775.77","-9051.66","2975.00","-25.18","2975.00","-329.44","08/31/07","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","08/15/07","1047","300.000","51.250"
"""1048.2""","""@1229 / RYKO MANUFACTURING""","5","5","1304.23","766.99","1405.50","","","","0.00","3476.72","1675.77","11100.00","0.00","","","","0.00","12775.77","-9299.05","2975.00","-16.86","26796.90","52.32","08/31/07","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","08/29/07","1048","300.000","69.000"
"""1049.2""","""@1230 / RYKO MANUFACTURING""","5","5","1256.13","891.03","1631.75","","","","0.00","3778.91","1675.77","11100.00","0.00","","","","0.00","12775.77","-8996.86","2975.00","-27.02","26796.90","52.32","09/30/07","95950","NATIONAL CARWASH SOLUTIONS","F","0.00","0.00","0.00","09/28/07","1049","300.000","80.000"
"""1052.1""","""@HIGHWINDPKG / CAT SCALE""","1","1","4440.06","632.77","1160.18","","","","0.00","6233.01","0.00","0.00","0.00","","","","0.00","0.00","6233.01","10392.00","40.02","10392.00","100.00","06/04/07","18600","CAT SCALE","F","0.00","0.00","0.00","05/31/07","1052","0.000","35.750"
"""1053.1""","""@HURRICANEPKG / FAIRBANKS SCAL""","1","0","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","","","0.00","","09/20/07","18600","CAT SCALE","F","0.00","0.00","0.00","","","0.000","19.000"
"""1054.1""","""@6X5SIGNPOLE / PILOT TRAVEL CE""","1","1","1303.00","511.76","936.51","","395.78","","0.00","3147.05","0.00","0.00","0.00","","","","0.00","0.00","3147.05","3435.36","8.39","3435.36","100.00","07/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","07/25/07","1054","0.000","46.500"
"""1055.1""","""@HURRICANEPOLE / CAT SCALE""","1","0","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","","","0.00","","09/20/07","18600","CAT SCALE","F","0.00","0.00","0.00","","","0.000","8.000"
"""1056.1""","""@HIGHWINDPOLES / CAT SCALE""","1","0","0.00","0.00","0.00","","","","0.00","0.00","0.00","0.00","0.00","","","","0.00","0.00","0.00","","","0.00","","05/31/07","18600","CAT SCALE","F","0.00","0.00","0.00","","","0.000","10.000"
